i1232 0.0 0.02456811 0.20021069 0.26771078 0.0 0.21035889 0.0 0.40390885 0.380813 0.0 0.14864588 0.38989425 0.0 0.0 0.18829083 0.3034162 0.40500796 0.0 0.041517675 0.32839283 0.15750362 0.1477602 0.19677141 0.026457466 0.4682161 0.11939918 0.0 0.37448737 0.034076497 0.06639344 0.2768485 0.10567782 0.2047461 0.0071062073 0.008994721 0.027169049 0.014979184 0.1686732 0.0 0.0 0.0 0.22201037 0.09991426 0.35334188 0.13118437 0.0 0.0 0.0 0.42991653 0.3516755 0.022399984 0.28057384 0.29752058 0.3464038 0.2322276 0.18913253 0.21629754 0.052809756 0.2962737 0.37861228 0.023757614 0.0 0.0 0.0019399151 0.0 0.2193394 0.04551435 0.3683527 0.3777567 0.21492656 0.0 0.4027359 0.18078005 0.0 0.3452021 0.14763184 0.29506737 0.25781372 0.09655193 0.22371951 0.26925337 0.25818327 0.051889457 0.33005732 0.1884647 0.03118261 0.4266692 0.3296726 0.11648548 0.31179827 0.40607926 0.034327835 0.054282233 0.14945732 0.033628806 0.10572736 0.20333397 0.12499226 0.4374491 0.30230796 0.20400731 0.111204736 0.0 0.27907553 0.4739604 0.113205366 0.22103094 0.22493376 0.30107522 0.0 0.12196588 0.32594943 0.14756548 0.033855453 0.05322822 0.19656253 0.24381232 0.14926676 0.075756736 0.09071043 0.33510518 0.2928761 0.3707646 0.0 0.27771008 0.0 0.13438812 0.3608112
i1660 0.197656 0.0 0.012274042 0.27208358 0.2702585 0.07615392 0.02587276 0.22084154 0.16815236 0.0 0.24527515 0.03955534 0.0 0.13438697 0.24048305 0.26380438 0.0 0.0 0.15886328 0.0039349645 0.18100935 0.031206276 0.0 0.2018911 0.0 0.2891475 0.117273755 0.0 0.0 0.0 0.29218948 0.20867299 0.0 0.005299993 0.36519384 0.25528285 0.1952827 0.0 0.12938084 0.10003811 0.31480473 0.13140345 0.21432018 0.040058225 0.00893525 0.0 0.0 0.104727335 0.26483467 0.13519807 0.39791346 0.23236087 0.19554687 0.23088875 0.031345226 0.33749586 7.4863434e-05 0.0 0.12597093 0.10075492 0.0 0.043144215 0.27453715 0.0013670176 0.31079328 0.25908902 0.23482555 0.33677402 0.0017499849 0.0 0.24465406 0.1019589 0.4309361 0.18614078 0.19024101 0.21666437 0.18469816 0.09526329 0.0 0.19337419 0.1979832 0.0088481195 0.3099655 0.0 0.10711645 0.30315083 0.3963461 0.18242073 0.054004624 0.19743252 0.079807654 0.21075985 0.12957545 0.17697555 0.0 0.101869896 0.33249682 0.05313215 0.16223457 0.08312301 0.13444863 0.017000087 0.24621165 0.25021693 0.20554863 0.080688715 0.018275253 0.2810253 0.0 0.07949512 0.28482658 0.027140617 0.2923469 0.23630294 0.44808924 0.17574656 0.1153093 0.008727655 0.2907495 0.121471256 0.11780485 0.10119188 0.18636179 0.0 0.0 0.0 0.07509307 0.051680718
i787 0.044160254 0.038007222 0.10800751 0.18467686 0.030724399 0.11225903 0.065496184 0.15476528 0.16545022 0.1878977 0.118068084 0.16564757 0.08150183 0.15093505 0.15812631 0.058475226 0.11634818 0.076481506 0.14384939 0.07040822 0.15868461 0.11430387 0.09268484 0.14659733 0.17751884 0.11297004 0.1648972 0.05070075 0.10126292 0.1771872 0.1576449 0.12984638 0.06092504 0.044224106 0.12942214 0.05256746 0.062131926 0.06031056 0.06511936 0.0 0.10939758 0.06326477 0.0 0.1421032 0.21678677 0.06825481 0.13849393 0.14869536 0.115961365 0.15231098 0.2060481 0.16258545 0.11049753 0.16227695 0.121455885 0.07511554 0.05831764 0.081832215 0.09757483 0.20683005 0.039164115 0.05481384 0.14676484 0.019439515 0.08595399 0.13573523 0.13454688 0.07305612 0.16467437 0.051436763 0.11530776 0.14420876 0.054066606 0.11831599 0.17559683 0.13500333 0.12912546 0.041645654 0.056300055 0.064737305 0.07911675 0.0697629 0.015220374 0.12678279 0.16942975 0.0758235 0.20299843 0.13100384 0.14764716 0.18879062 0.050838936 0.09586218 0.060541876 0.033144437 0.09788096 0.14448646 0.17701733 0.036720175 0.06688178 0.03971874 0.09823489 0.059185766 0.056930102 0.09557135 0.14899012 0.030443393 0.09283305 0.14764377 0.113096625 0.105538286 0.14820057 0.16142195 0.12790549 0.18001607 0.018033713 0.1534023 0.114070386 0.15826257 0.07270678 0.08199586 0.12477983 0.10734106 0.16528445 0.045931917 0.081273615 0.120838344 0.15286773 0.16194636
i1820 0.25520915 0.3746682 0.30971178 0.0 0.32632035 0.23659356 0.03928552 0.2689605 0.34356004 0.4015055 0.14240134 0.15187636 0.003991492 0.04829766 0.30483368 0.23248208 0.027566977 0.08489552 0.34187198 0.0 0.0 0.0693987 0.045127936 0.19881347 0.28619885 0.0 0.055905227 0.21109715 0.3053065 0.0073642805 0.3783388 0.21466371 0.008474179 0.023209617 0.3136961 0.22572005 0.002506666 0.2758624 0.20827046 0.0 0.0038773417 0.0061440766 0.17263761 0.29973164 0.06431668 0.0 0.32248464 0.0016067028 0.019303754 0.351108 0.41266477 0.1267827 0.3076772 0.29437146 0.111480236 0.37415674 0.32158238 0.30328336 0.0016466379 0.0 0.11570173 0.0034466684 0.35032275 0.014776155 0.2829755 0.0545176 0.13643914 0.23431036 0.015252024 0.0029509068 0.0151457265 0.2206065 0.3868741 0.0 0.224013 0.2607808 0.17306411 0.2702242 0.0 0.11747284 0.07721059 0.17174864 0.0014817044 0.022951998 0.30215386 0.0 0.21362248 0.1369035 0.06434021 0.0024202392 0.26950026 0.0002609715 0.2997647 0.005420953 0.0 0.32722622 0.0048901737 0.0 0.0 0.23840685 0.31102693 0.0 0.20719382 0.2583467 0.22379607 0.3015776 0.30949625 0.18696858 0.0039454326 0.0005297139 0.35772663 0.0624962 0.15926634 0.26544377 0.31533343 0.32307523 0.0 0.09215952 0.052594062 0.037200987 0.22398701 0.20213324 0.23388956 0.04069146 0.24848552 0.10066948 0.32297304 0.25341812
i2005 0.14454475 0.19909677 0.13406834 0.03223379 0.029587217 0.1656165 0.033336416 0.16627087 0.16842464 0.030109748 0.10503007 0.22298792 0.01859913 0.20661858 0.02560462 0.16609278 0.18884516 0.08203781 0.046841383 0.19709551 0.07653271 0.18910247 0.014087416 0.2013961 0.22994614 0.1298028 0.150146 0.018426009 0.014693297 0.04930849 0.0983388 0.20303857 0.04187832 0.13992971 0.21631771 0.13316774 0.041759327 0.21642008 0.027040098 0.12574421 0.11467886 0.15857552 0.03743527 0.18935718 0.20718873 0.053233664 0.17794271 0.18837665 0.033054873 0.13583365 0.07521869 0.06580245 0.19045088 0.13033023 0.1662488 0.043820746 0.21942735 0.17763883 0.21987744 0.20239164 0.029401593 0.00038648397 0.19620147 0.14984012 0.18302932 0.03385929 0.17903206 0.094805844 0.20840919 0.0016766787 0.042615 0.010034069 0.21186069 0.20267868 0.064425185 0.16458988 0.15745507 0.13345599 0.040939406 0.15801995 0.15213183 0.00075217336 0.0034775957 0.031303816 0.14308694 0.13974302 0.18157426 0.15788013 0.041976534 0.20167619 0.19035757 0.076504655 0.20346346 0.18172784 0.07163098 0.17994016 0.21430974 0.1664198 0.18239677 0.15207845 0.20323558 0.0040723085 0.19300961 0.06557796 0.20304489 0.18906334 0.004111506 0.2198478 0.16610342 0.025389139 0.09121868 0.21563563 0.21683177 0.16674493 0.038019583 0.17401123 0.14531697 0.04735056 0.16875808 0.16273656 0.1461119 0.12151159 0.16996227 0.018532757 0.07698573 0.00032502413 0.028425395 0.15691249
i498 0.0 0.021909364 0.15160929 0.060150854 0.0 0.7257755 0.21792111 0.2673421 0.52230066 0.8208692 0.28247046 0.42551827 0.0 0.20167056 0.33904985 0.75441164 0.17097953 0.0029267147 0.45531428 0.33000636 0.047224697 0.23346247 0.4096141 0.4951537 0.0 0.71326023 0.0 0.0 0.1272343 0.0 0.76481265 0.61898077 0.06828016 0.0011974648 0.0 0.0 0.06842289 0.0 0.0 0.0 0.0 0.22831073 0.0 0.5106449 0.0 0.20732562 0.21450272 0.50702107 0.09878205 0.40388542 0.0 0.2840023 0.52198565 0.0 0.0 0.5728168 0.09111099 0.0 0.0 0.5583396 0.0 0.0134281665 0.0 0.26389438 0.0 0.62171805 0.77488196 0.7762659 0.0 0.47241688 0.11633565 0.0 0.0 0.0 0.24056229 0.5285168 0.30661917 0.0014777333 0.3116362 0.0 0.3468062 0.08344665 0.0 0.35059172 0.0 0.0010298938 0.0 0.38274938 0.06289104 0.16986871 0.00809934 0.0 0.0 0.041338302 0.004257232 0.0 0.35483694 0.011752643 0.04177877 0.5740497 0.0 0.012403242 0.2336055 0.19139881 0.0 0.0 0.013814256 0.3923958 0.0 0.36241364 0.39508656 0.29406488 0.5358763 0.011125706 0.0 0.010517463 0.20847315 0.8934383 0.17152503 0.03318843 0.03712695 0.0 0.6862711 0.0 0.33362332 0.9012015 0.18664575 0.0
i252 0.076581866 0.3058121 0.0 0.64138645 0.18248838 0.0 0.7661244 0.23322004 0.016635261 1.3963606 2.0812974 0.113338694 0.1957749 0.9921003 0.0 3.2194307 0.16946423 0.0 1.3105716 1.3943167 0.0 0.24411207 0.0 2.8825495 0.067938745 0.45257425 0.3050544 0.13403326 0.0 0.1714085 0.01469326 0.008029871 1.3300384 0.0 1.7735986 0.6974572 0.0 0.56236184 0.0 0.0 0.4063062 0.0 0.0 2.7600045 0.0 0.0 1.8549504 1.4264282 0.5657609 0.05171548 1.4914293 2.3023162 1.4332113 1.8352467 0.6160942 0.06805222 0.6781945 1.4488531 1.4466532 1.8621081 0.0 0.0 0.0 0.0 0.0 0.48878813 0.0 1.0966489 0.52009165 0.0 3.3397994 0.0 0.06715374 0.42719343 1.4280216 1.7977965 1.953516 2.267004 0.0 0.014722094 1.9719485 0.48954916 2.9804046 0.9744622 3.688612 0.0 2.0736644 2.5759923 0.037499674 0.09925503 0.1323666 1.5201447 0.07662696 2.1286798 0.0 0.4119221 0.042436525 1.2286603 1.0328107 1.633331 0.0 2.2713118 1.330908 0.42442217 1.8008604 1.9087659 0.0 2.0340974 0.0 0.0 0.40595096 0.108464494 1.7360618 0.0 0.0 0.019761391 1.147208 0.0 1.0459627 0.0 0.5732919 0.27774075 2.11524 0.0 1.0251346 0.0 2.546492 1.2410634
i75 0.0 0.3367223 0.13420433 0.26699892 0.0 0.44364 0.2610361 0.3884531 0.112454385 0.0 0.466345 0.3881107 0.0 0.25201645 0.0020381361 0.0 0.1357317 0.0008455515 0.50998944 0.16332884 0.0 0.3837422 0.0 0.0 0.10712104 0.4439536 0.0 0.0 0.0 0.0 0.018174037 0.63714963 0.665815 0.0 0.0 0.388423 0.0048353374 0.047410384 0.0 0.0 0.0593492 0.669092 0.0 0.31652218 0.49783814 0.39402932 0.0 0.3216805 0.0 0.49509376 0.0 0.33958596 0.107791305 0.3428208 0.0 0.012588903 0.68406045 0.07632151 0.15820101 0.00074762106 0.0 0.0065961108 0.0 0.0 0.0 0.31540057 0.0 0.0 0.6145069 0.0021781027 0.11747396 0.27011716 0.0 0.12788607 0.040066853 0.39812955 0.40005153 0.6709713 0.001963459 0.5158868 0.33166352 0.27078828 0.0053324997 0.22255507 0.0 0.0 0.12951314 0.532952 0.39121187 0.0 0.5300544 0.0 0.0 0.0 0.0059234425 0.271786 0.7387909 0.9761806 0.15556021 0.07906771 0.5465419 0.10210924 0.0 0.41873065 0.037068203 0.0 0.14278357 0.0 0.0046319067 0.0 0.0 0.0 0.3277713 0.0 0.0 0.35733828 0.30457124 0.0 0.096641704 0.0 0.3822933 0.024270095 0.43485743 0.0 0.32712093 0.0 0.62065375 0.0
i457 0.19028583 0.17339407 0.017635368 0.02953685 0.0019438863 0.19004488 0.15285958 0.18257424 0.010335624 0.23206213 0.10952441 0.22845632 0.13443089 0.019867659 0.042636838 0.21181339 0.00683181 0.0351173 0.1973538 0.07593292 0.03091725 0.1755429 0.0006865747 0.21298563 0.01935336 0.14865743 0.17121756 0.18420903 0.039410267 0.022457168 0.0384084 0.20865658 0.10468435 0.0 0.178413 0.21497509 0.20342198 0.035374865 0.044455674 0.0 0.19719312 0.009252861 0.015854485 0.17821729 0.21952406 0.17890778 0.011663318 0.19244435 0.005197473 0.18201348 0.21137953 0.18226779 0.0 0.17097795 0.04032796 0.20951262 0.023563243 0.20841654 0.22036432 0.21186402 0.09383592 0.09008461 0.2209152 0.0 0.09424969 0.049575023 0.20172259 0.1982223 0.19955038 0.17330205 0.00334993 0.16063327 0.13126568 0.20861179 0.22122353 0.17888577 0.17310405 0.20688191 0.00015649945 0.0 0.14890504 0.10075871 0.0763008 0.06463685 0.21048987 0.00509765 0.21499643 0.16245617 0.08142466 0.22191434 0.1817515 0.1943167 0.21096928 0.19474456 0.0 0.10708739 0.19240521 0.002430126 0.15817592 0.002067566 0.20995593 0.13320719 0.2048584 0.15899104 0.24423322 0.019615196 0.00976631 0.18970324 0.16497436 0.0016125292 0.03541357 0.21059561 0.15713075 0.014214367 0.0022512525 0.2208257 0.16696712 0.0 0.0244743 0.13498357 0.2120297 0.14448202 0.14559266 0.0077360794 0.046207257 0.000530757 0.17095304 0.20123446
i19 0.41678742 0.0 0.31704268 0.0013804436 0.6162215 0.7235116 0.47054407 0.8745698 0.84285384 0.0 1.2514755 0.16711491 0.024690747 1.2153851 1.0260597 0.07719879 0.0 0.0 1.0152618 0.1563882 0.0 0.08319912 0.0 1.5471542 0.0 0.6875606 0.40715644 0.0 0.09521292 0.14702994 2.2848475 1.6979046 0.20782766 0.18648669 0.29637027 1.5064597 1.5091925 0.0 0.0 0.0 0.29518652 0.968929 0.0 0.057703935 2.3942451 0.0 0.0 0.13348429 0.031868473 0.78781766 1.1300185 1.3699509 0.1516661 0.49768135 0.24163237 0.8541233 0.0 0.075494826 0.8968779 0.47823814 0.0 1.6297797 1.9547799 0.0 0.05088429 0.34639516 1.024039 1.1513501 0.0 0.22506568 0.0 0.0 0.26146454 0.62736356 1.1841035 1.5681645 0.9227203 0.0 0.0 0.011253513 1.2800645 0.7224015 0.50758195 0.38884985 0.0 0.0 1.7134451 1.1504265 0.1417812 1.6030438 0.028503269 1.3304029 0.2994249 0.84524405 1.4471077 0.020082302 0.859578 0.0008653328 0.63538575 0.18485616 0.99352133 1.4405501 0.9367227 1.1908377 0.0 0.23228592 0.0 0.71338737 0.18725216 1.3277242 0.0008076653 2.0590024 1.0753138 0.67626876 0.0 0.026887521 0.26425016 1.0179863 0.71027666 0.0 0.67702174 0.26333085 1.3708434 0.0 0.5083343 0.0 0.87419635 0.6432186
